ID, check_bal , num_inactive_mths , check_trans_average , num_check_acct , avg_check_bal_3mth , num_mth_since_max_bal , num_mth_since_max_neg_bal , mthly_change_in_neg_bal , mthly_change_in_pos_bal , max_bal , max_neg_bal , avg_num_active_acct_last_6_mth , avg_num_active_acct , avg_overdraft , avg_overdraft_last_6_mth , CC_wtdrw_last_3_mth , CC_wtdrw , saving_acct_bal_EOM , change_in_saving_bal_in_1mth , change_in_liquid_funds_in_1mth , liquid_funds_bal , age , CLV , Churn 
903,318, -      ,7,8,33,10,1,115,40,279,"2,529",5,7,178,125, -      , -      , -      , -      , -      , -      ,48,136,0
904,"2,778", -      ,4,23,"2,676",12,1, -      ,-321,"5,846", -      ,2,4, -      , -      , -      , -      , -      , -      ,0,23,21,375,0
905, -      , -      ,3,6, -      ,8,7,-775, -      ,1,"16,760",3,3,845,663, -      , -      , -      , -      , -      , -      ,101,"1,245",0
906,"1,338", -      ,13,13,757,9,6,-575,114,"18,875","23,230",6,10,5,3,107,43, -      , -      , -      , -      ,26,844,0
907, -      , -      , -      , -      , -      ,10,1, -      ,-3,123, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,132,1,0
908, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,63, -      ,0
909,512, -      ,6,5,132,3,12,-126,-44,192,"3,221",6,8, -      , -      ,50,-24, -      , -      ,1,1,91,317,0
910, -      , -      ,4,5,0,9,12,-459,-1,264,"8,210",4,5,449,402,"1,525",276, -      , -      , -      , -      ,22,"1,480",0
911,1, -      ,3,3,0,5,12,-145,0,5,"3,448",3,3,14,11, -      , -      , -      , -      , -      , -      ,34,402,0
912,23, -      ,6,1,38,4,1, -      ,-8,65, -      ,1,2, -      , -      , -      , -      , -      , -      ,5,23,136,100,0
913, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,2, -      , -      ,415,117, -      , -      , -      , -      ,44, -      ,0
914, -      , -      ,33,22, -      ,9,2,-11, -      ,92,502,3,3,491,399, -      , -      , -      , -      , -      , -      ,25,70,0
915,23, -      ,0, -      ,23,5,1, -      ,0,122, -      ,2,2, -      , -      ,131,49, -      , -      , -      , -      ,31,327,0
916, -      , -      ,3, -      , -      ,6,5, -      , -      ,0,"1,573",3,1, -      ,20, -      , -      , -      , -      , -      , -      ,50,103,0
917,36, -      ,3,3,28,8,1, -      ,"-1,481","71,757", -      ,4,4, -      , -      , -      , -      ,"1,143",-25,-872,"54,196",104,"2,778",0
918,0, -      ,3,4,0,1,12,-153,0,0,"2,459",3,3,118,135, -      , -      , -      , -      , -      , -      ,15,542,0
919, -      , -      ,5,3, -      ,1,12,-87, -      ,56,"1,739",4,4,145,148, -      , -      , -      , -      , -      , -      ,21,447,0
920, -      , -      ,5,5, -      ,12,12,-149,0,10,"2,389",5,5,145,150, -      , -      , -      , -      ,0,3,58,610,0
921,127, -      , -      , -      ,127,1,1, -      , -      ,128, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,140,8,0
922,"3,374", -      ,6,4,"3,398",2,1, -      ,-495,"3,590", -      ,3,3, -      , -      , -      , -      , -      , -      , -      , -      ,27,372,0
923, -      , -      ,0, -      ,8,3,1, -      , -      ,24, -      ,1,1, -      , -      ,262,57, -      , -      , -      , -      ,82, -      ,0
924,587, -      ,10,9,167,7,12,-88,-118,464,"3,458",7,6, -      ,2,"1,824",418, -      , -      , -      , -      ,33,581,0
925,67, -      ,5,5,81,2,12,86,-209,227,"4,940",5,7,315,269, -      , -      , -      , -      , -      , -      ,95,985,0
926, -      , -      ,1, -      ,89,3,1, -      ,-93,173, -      ,2,1, -      , -      ,"1,594",143, -      , -      , -      , -      ,133,235,0
927, -      , -      ,3,3, -      ,12,12,-108, -      ,173,"5,544",4,4,91,92, -      , -      , -      , -      , -      , -      ,109,589,0
928, -      , -      ,15,3, -      ,12,1,117, -      ,515,749,5,3,749,338,84,55, -      , -      , -      , -      ,23,128,0
929,"1,990", -      ,12,6,174,1,1,"4,916","6,240","6,590","7,262",5,6, -      ,42, -      , -      , -      , -      ,"5,967","6,290",61,652,0
930,37, -      ,3,3,7,8,10,58,-18,178,542,2,2,406,422, -      , -      , -      , -      , -      , -      ,21,278,0
931,10, -      ,6,8,4,10,10,-825,4,167,"3,378",2,3, -      , -      , -      , -      , -      , -      , -      , -      ,20,693,0
932, -      , -      , -      , -      , -      ,10,1, -      ,-4,129, -      ,1,1, -      , -      ,-7,-2, -      , -      , -      , -      ,132,2,0
933, -      , -      ,4,3,0,11,1, -      ,-379,"27,233", -      ,2,2, -      , -      , -      , -      ,"18,006",-280,-99,"6,142",40,663,0
934,"7,861", -      ,4,4,"6,481",1,1, -      ,"2,841","342,363", -      ,2,2, -      , -      , -      , -      ,"335,811","2,055", -      , -      ,22,"6,609",0
935,48, -      ,11,15,17,3,12,-94,6,40,"1,667",5,5,20,16,-1,0, -      , -      , -      , -      ,85,246,0
936,"2,143", -      ,13,22,702,12,11, -      ,"-1,848","11,364","30,972",6,5, -      ,3, -      , -      , -      ,"-1,833",-754, -      ,46,397,0
937, -      , -      ,3, -      ,0,5,1, -      , -      ,"13,276", -      ,3,1, -      , -      , -      , -      ,0, -      , -      , -      ,20,192,0
938,497, -      ,5,5,45,2,1, -      ,-34,220,"1,635",4,5, -      , -      , -      , -      , -      , -      ,-2,1,44,5,0
939, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,1, -      , -      ,"1,302",376, -      , -      , -      , -      ,18, -      ,0
940, -      , -      ,4,4, -      ,10,11,-11, -      ,683,222,2,2,164,184, -      , -      , -      , -      , -      , -      ,25,138,0
941,"4,829", -      ,9,15,111,1,12,"1,200",146,215,"5,614",5,7, -      , -      ,"1,242",340, -      , -      , -      , -      ,108,"1,190",0
942, -      , -      ,0, -      , -      ,2,1, -      ,0,0,207,1,2, -      , -      ,"1,117",396, -      , -      , -      , -      ,119, -      ,0
943, -      , -      , -      , -      , -      ,10,1, -      ,-4,155, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,13,15,0
944,544, -      ,6,1,508,5,12, -      ,-41,633,73,4,4, -      , -      ,186,47, -      , -      , -      , -      ,27,50,0
945,3, -      , -      , -      ,2,12,1, -      ,-1,3,98,1,2, -      , -      ,"1,047",392, -      , -      , -      , -      ,45,13,0
946, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,1, -      , -      ,"7,773","3,179", -      , -      , -      , -      ,68, -      ,0
947, -      , -      ,4,5,26,9,12,"-1,326", -      ,207,"65,527",4,4,110,73, -      , -      , -      , -      , -      , -      ,33,"1,397",0
948, -      ,1, -      , -      , -      ,10,1, -      ,0,1, -      ,2,2, -      , -      ,"5,705","2,473", -      , -      , -      , -      ,92,24,0
949, -      , -      ,0, -      , -      ,10,1, -      ,-1,41, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,105,5,0
950, -      , -      ,0, -      , -      ,11,1, -      , -      ,1, -      ,1,3, -      , -      ,"2,896","1,147", -      , -      , -      , -      ,121,86,0
951, -      , -      ,2,2,4,11,1, -      ,-8,23, -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,59,83,0
952, -      , -      ,21,18,0,4,1, -      , -      ,11,819,2,2, -      , -      , -      , -      , -      , -      , -      , -      ,43,4,0
953,599, -      ,3,4,122,8,2,-57,-227,"1,106",58,2,4,0,10, -      , -      , -      , -      , -      , -      ,24,71,0
954,9, -      ,15,14,3,1,5,-452,7,42,"9,481",7,9,301,355,"2,992",329, -      ,13, -      , -      ,40,"1,103",0
955, -      ,1, -      , -      , -      ,1,1, -      , -      , -      , -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,16, -      ,0
956, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,1, -      , -      ,"22,010","7,058", -      , -      , -      , -      ,49, -      ,0
957, -      , -      ,3,3, -      ,1,9, -      ,390,"7,991",0,1,1, -      , -      , -      , -      ,"7,771",390, -      , -      ,22,256,0
958,58, -      ,5,4,76,5,1, -      ,-66,180, -      ,3,3, -      , -      , -      , -      , -      , -      , -      , -      ,60,9,0
959,1, -      ,1,2,0,11,12, -      ,-1,57,"1,494",2,3, -      , -      ,904,316, -      , -      , -      , -      ,29,155,0
960,882, -      ,16,21,141,1,1, -      ,409,"7,152", -      ,5,5, -      , -      , -      , -      ,"1,700",-82,538,"5,340",20,171,0
961, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,1, -      , -      ,426,-6, -      , -      , -      , -      ,12, -      ,0
962, -      , -      ,3,3, -      ,10,12,"-1,099", -      ,0,"52,531",2,3, -      , -      ,345,144, -      , -      , -      , -      ,44,"1,227",0
963, -      ,3,0, -      , -      ,4,1, -      , -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,133,280,0
964, -      , -      ,9,7, -      ,12,8,-169, -      ,30,"5,681",6,6,193,187,"1,294",413, -      , -      , -      , -      ,25,557,0
965,0, -      ,2,4, -      ,10,12,-70, -      ,0,"1,664",2,3,26,4, -      , -      , -      , -      , -      , -      ,15,318,0
966,3, -      ,4,4,6,7,6,-135,-15,175,"1,459",4,3, -      ,1, -      , -      , -      , -      , -      , -      ,47,72,0
967, -      , -      , -      , -      , -      ,12,1, -      ,0,53,"2,152",2,1, -      , -      , -      , -      , -      , -      ,0,23,119,0,0
968,"2,167", -      ,5,7,"1,130",5,1, -      ,93,"8,608", -      ,4,4, -      , -      , -      , -      , -      , -      , -      , -      ,35,535,0
969,971, -      ,3,7,10,1,7,-260,31,31,"7,861",3,5, -      , -      ,237,213, -      , -      , -      , -      ,33,"1,321",0
970, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,2,3, -      , -      ,"2,040",578, -      , -      , -      , -      ,79, -      ,0
971,1, -      ,2,2,1,12,12,-99,0,544,"13,281",4,3, -      ,2,774,188, -      , -      , -      , -      ,109,504,0
972, -      ,2, -      , -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,-1,-1, -      , -      , -      , -      ,31,10,0
973,690, -      ,5,6,279,3,1, -      ,90,984, -      ,3,3, -      , -      , -      , -      , -      , -      , -      , -      ,23,26,0
974, -      , -      ,0,2, -      ,8,1, -      ,-276,"22,015", -      ,2,2, -      , -      ,343,88,"19,676",-276, -      , -      ,48,380,0
975,385, -      ,1,4,28,1,1,3,39,62,5,1,4,5,1, -      , -      , -      , -      , -      , -      ,21,8,0
976, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,1, -      , -      ,853,263, -      , -      , -      , -      ,20,20,0
977, -      , -      , -      , -      , -      ,9,12, -      , -      ,28,"3,305",2,2, -      , -      , -      , -      , -      , -      , -      , -      ,26,366,0
978,33, -      ,3,2,44,10,5,-458,-8,293,"8,111",4,4, -      , -      ,29,4, -      , -      , -      , -      ,132,329,0
979,159, -      ,2,1,32,4,1, -      ,-28,127, -      ,2,2, -      , -      , -      , -      , -      , -      , -      , -      ,24,110,0
980, -      , -      , -      , -      , -      ,12,1, -      ,0,102,"6,576",1,1, -      , -      , -      , -      , -      , -      ,0,23,76,1,0
981,"7,658", -      ,6,11,113,1,1,"4,887",407,"1,139","5,472",5,8, -      ,1,"1,686",41,787,54,14,14,40,"1,147",0
982,1, -      ,4,9,15,11,12,-551,-45,915,"18,149",3,2, -      ,45, -      , -      , -      , -      , -      , -      ,106,979,0
983,1, -      ,5,5,6,3,12,-182,-5,460,"4,428",4,4,10,6, -      , -      , -      , -      , -      , -      ,16,799,0
984, -      , -      , -      , -      , -      ,1,1, -      ,31,"4,816",52,2,3, -      , -      ,"2,162",779,"4,826",31, -      , -      ,103,106,0
985, -      , -      ,1, -      , -      ,6,12, -      , -      ,13,"1,364",2,1, -      ,2, -      , -      , -      , -      , -      , -      ,29,265,0
986,"1,129", -      ,13,22,675,6,1, -      ,357,"4,060",1,4,4, -      , -      , -      , -      , -      , -      , -      , -      ,20,261,0
987,4, -      ,5,3,21,5,1,"4,816",1,235,"15,207",3,4,1,0, -      , -      , -      , -      , -      , -      ,12,713,0
988,"5,503", -      ,40,38,"5,184",1,1, -      ,112,"5,254",34,3,3, -      , -      ,-7,-2, -      , -      , -      , -      ,25,651,0
989,0, -      ,2,2, -      ,8,11,-184,0,"9,792","3,902",2,2, -      , -      , -      , -      , -      , -      , -      , -      ,41,575,0
990, -      , -      ,5,3,179,3,2,-470,-100,447,"11,003",5,9,15,8,"-2,893",-755,23,-1, -      , -      ,38,"1,345",0
991, -      , -      ,18,19,0,6,2,-145,0,91,799,8,7,265,156,243,86, -      , -      , -      , -      ,61,190,0
992,247, -      ,7,9,210,3,12,-387,-5,349,"10,280",7,7, -      , -      ,-7,-2, -      , -      ,17,135,86,"1,038",0
993, -      , -      ,2,2, -      ,1,6,-137, -      , -      ,"2,588",2,5, -      , -      ,165,75, -      , -      , -      , -      ,29,177,0
994,257, -      ,22,3,227,6,1, -      ,-75,"1,285", -      ,6,5, -      , -      ,232,95, -      , -      ,-102,476,21,110,0
995, -      ,2,4, -      ,17,7,1, -      , -      ,980, -      ,3, -      , -      , -      , -      , -      , -      , -      , -      , -      ,13,57,0
996,0, -      ,8,2,0,1,12,"-1,052", -      ,35,"47,043",3,2, -      ,81,-7,-2, -      , -      , -      , -      ,42,885,0
997, -      ,5,0, -      , -      ,7,1, -      , -      ,31, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,65,3,0
998, -      ,1, -      , -      , -      ,1,1, -      , -      , -      , -      ,1, -      , -      , -      ,66,-1, -      , -      , -      , -      ,31, -      ,0
999,4, -      ,5,2,0,4,1, -      ,0,130, -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,23,141,0
1000, -      , -      ,2,4,0,8,12,14,0,297,"2,903",3,6,88,15,"2,142","2,142", -      , -      ,0,23,30,405,0
1001, -      , -      ,1, -      , -      ,4,1, -      , -      ,0, -      ,1,2, -      , -      ,718,303, -      , -      , -      , -      ,21,32,0
1002,1, -      ,4,4,3,9,3,-152,0,33,"1,668",3,2, -      ,1, -      , -      , -      , -      , -      , -      ,20,343,0
1003, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,2,3, -      , -      ,"1,580",479, -      , -      , -      , -      ,66,13,0
1004, -      , -      ,1, -      , -      ,11,1, -      , -      ,36, -      ,1,1, -      , -      ,501,166, -      , -      , -      , -      ,24,9,0
1005,2, -      ,0,2,0,1,1, -      ,1,1, -      ,1,3, -      , -      , -      , -      , -      , -      , -      , -      ,16, -      ,0
1006, -      , -      ,3,3, -      ,1,12,-348, -      , -      ,"12,074",2,3, -      , -      , -      , -      , -      , -      , -      , -      ,117,171,0
1007,0, -      ,2, -      ,0,10,12, -      ,-213,"4,552","1,741",2,1, -      ,48, -      , -      , -      , -      , -      , -      ,70,318,0
1008, -      , -      , -      , -      , -      ,10,12, -      , -      ,0,"5,201",1,2, -      , -      ,"2,191",871, -      , -      , -      , -      ,34, -      ,0
1009,7, -      ,2,2,6,2,12,-489,-4,112,"23,859",3,4, -      , -      ,696,244, -      , -      , -      , -      ,98,532,0
1010, -      , -      , -      , -      , -      ,10,12, -      , -      ,"23,323","17,018",2,2, -      , -      ,"6,075","2,593", -      , -      , -      , -      ,27,729,0
1011,554, -      ,2,1,"1,762",3,1, -      ,-326,"3,975", -      ,2,2, -      , -      , -      , -      , -      , -      , -      , -      ,18,319,0
1012, -      , -      , -      , -      , -      ,1,1, -      , -      ,1,"1,933",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,23, -      ,0
1013,423, -      ,3,2,50,1,12,-396,23,145,"5,108",3,4, -      ,2, -      , -      , -      , -      , -      , -      ,21,551,0
1014,162, -      ,6,7,13,5,10,-3,-2,32,289,3,3,232,226, -      , -      , -      , -      , -      , -      ,58,208,0
1015, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,1, -      , -      ,996,201, -      , -      , -      , -      ,68,8,0
1016, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,1, -      , -      ,"11,212","4,034", -      , -      , -      , -      ,133,557,0
1017,"1,009", -      ,14,12,284,4,1, -      ,-320,"24,820", -      ,5,6, -      , -      ,658,140, -      , -      ,-49,63,65,27,0
1018,173, -      ,6,5,14,2,4,-178,-4,52,"2,462",4,4, -      , -      , -      , -      , -      , -      , -      , -      ,31,216,0
1019, -      , -      ,1, -      ,0,4,1, -      , -      ,141, -      ,2,2, -      , -      ,"3,392","1,455", -      , -      , -      , -      ,121,521,0
1020,24, -      ,7,4,13,6,9,-70,4,"1,156",320,3,2,245,190, -      , -      , -      , -      , -      , -      ,21,286,0
1021,"4,668", -      ,36,48,51,10,12,"-6,305","-9,245","62,095","35,672",3,5, -      , -      , -      , -      , -      , -      ,168,168,101,"8,961",0
